chrpos	count	fre	treat	sampleID
1:104590362	3	0.1875	Post	KTN102
1:104807970	3	0.1875	Post	KTN102
1:105028226	3	0.1875	Post	KTN102
1:105252410	3	0.1875	Post	KTN102
1:105485196	3	0.1875	Post	KTN102
1:105695859	3	0.1875	Post	KTN102
1:105918386	3	0.1875	Post	KTN102
1:106131312	3	0.1875	Post	KTN102
1:106346073	3	0.1875	Post	KTN102
1:106567781	3	0.1875	Post	KTN102
1:106783520	3	0.1875	Post	KTN102
1:107001944	3	0.1875	Post	KTN102
1:107217825	3	0.1875	Post	KTN102
1:107427647	3	0.1875	Post	KTN102
1:107642728	4	0.25	Post	KTN102
1:107850559	4	0.25	Post	KTN102
1:108055450	4	0.25	Post	KTN102
1:108270842	4	0.25	Post	KTN102
1:108484752	4	0.25	Post	KTN102
1:109144132	4	0.25	Post	KTN102
1:109362094	3	0.1875	Post	KTN102
1:109591708	3	0.1875	Post	KTN102
1:109823317	3	0.1875	Post	KTN102
1:110042673	2	0.125	Post	KTN102
1:110281299	2	0.125	Post	KTN102
1:110507306	2	0.125	Post	KTN102
1:110714623	2	0.125	Post	KTN102
1:110926003	2	0.125	Post	KTN102
1:111137323	2	0.125	Post	KTN102
1:111345529	2	0.125	Post	KTN102
1:111569439	2	0.125	Post	KTN102
1:111793999	2	0.125	Post	KTN102
1:112019433	2	0.125	Post	KTN102
1:112239656	2	0.125	Post	KTN102
1:112445341	2	0.125	Post	KTN102
1:112649434	2	0.125	Post	KTN102
1:112886059	2	0.125	Post	KTN102
1:113106627	2	0.125	Post	KTN102
1:113339392	2	0.125	Post	KTN102
1:113598183	2	0.125	Post	KTN102
1:113826718	2	0.125	Post	KTN102
1:114063300	2	0.125	Post	KTN102
1:114294787	2	0.125	Post	KTN102
1:114514621	2	0.125	Post	KTN102
1:114731544	2	0.125	Post	KTN102
1:114955315	2	0.125	Post	KTN102
1:115179484	2	0.125	Post	KTN102
1:115401586	2	0.125	Post	KTN102
1:115630417	2	0.125	Post	KTN102
1:115840857	2	0.125	Post	KTN102
1:116054119	2	0.125	Post	KTN102
1:116276933	2	0.125	Post	KTN102
1:116490247	2	0.125	Post	KTN102
1:116714539	2	0.125	Post	KTN102
1:116924845	2	0.125	Post	KTN102
1:117135982	2	0.125	Post	KTN102
1:117388463	2	0.125	Post	KTN102
1:117607226	2	0.125	Post	KTN102
1:117829471	3	0.1875	Post	KTN102
1:118054841	3	0.1875	Post	KTN102
1:118270917	3	0.1875	Post	KTN102
1:118487867	3	0.1875	Post	KTN102
1:118699504	3	0.1875	Post	KTN102
1:118920540	3	0.1875	Post	KTN102
1:119149665	3	0.1875	Post	KTN102
1:119384856	4	0.25	Post	KTN102
1:119603712	4	0.25	Post	KTN102
1:119832940	4	0.25	Post	KTN102
1:120055255	4	0.25	Post	KTN102
1:120291655	4	0.25	Post	KTN102
1:146966922	1	0.0625	Post	KTN102
1:149883877	1	0.0625	Post	KTN102
1:150116442	1	0.0625	Post	KTN102
1:150360468	1	0.0625	Post	KTN102
1:150608833	1	0.0625	Post	KTN102
1:150851550	1	0.0625	Post	KTN102
1:151100580	1	0.0625	Post	KTN102
1:151341264	1	0.0625	Post	KTN102
1:151574939	1	0.0625	Post	KTN102
1:151798461	1	0.0625	Post	KTN102
1:152018594	1	0.0625	Post	KTN102
1:152252754	1	0.0625	Post	KTN102
1:152489634	1	0.0625	Post	KTN102
1:152712104	1	0.0625	Post	KTN102
1:152933840	1	0.0625	Post	KTN102
1:153160284	1	0.0625	Post	KTN102
1:153376188	1	0.0625	Post	KTN102
1:153613877	1	0.0625	Post	KTN102
1:153850852	1	0.0625	Post	KTN102
1:154106779	1	0.0625	Post	KTN102
1:154352255	1	0.0625	Post	KTN102
1:154579557	1	0.0625	Post	KTN102
1:154800821	1	0.0625	Post	KTN102
1:155020905	1	0.0625	Post	KTN102
1:155261389	1	0.0625	Post	KTN102
1:155501801	1	0.0625	Post	KTN102
1:155788850	1	0.0625	Post	KTN102
1:156034178	1	0.0625	Post	KTN102
1:156266442	1	0.0625	Post	KTN102
1:156493984	1	0.0625	Post	KTN102
1:156716048	1	0.0625	Post	KTN102
1:156931964	1	0.0625	Post	KTN102
1:157148040	1	0.0625	Post	KTN102
1:157387342	1	0.0625	Post	KTN102
1:157610657	1	0.0625	Post	KTN102
1:157826214	1	0.0625	Post	KTN102
1:158041515	1	0.0625	Post	KTN102
1:158280815	1	0.0625	Post	KTN102
1:158509581	1	0.0625	Post	KTN102
1:158720338	1	0.0625	Post	KTN102
1:158948121	1	0.0625	Post	KTN102
1:159168011	1	0.0625	Post	KTN102
1:159394952	1	0.0625	Post	KTN102
1:159630534	1	0.0625	Post	KTN102
1:159850618	2	0.125	Post	KTN102
1:160059714	2	0.125	Post	KTN102
1:160273720	2	0.125	Post	KTN102
1:160502586	2	0.125	Post	KTN102
1:160728501	2	0.125	Post	KTN102
1:160971060	2	0.125	Post	KTN102
1:161202937	2	0.125	Post	KTN102
1:161815104	2	0.125	Post	KTN102
1:162023723	2	0.125	Post	KTN102
1:162235669	2	0.125	Post	KTN102
1:162461096	2	0.125	Post	KTN102
1:162679134	2	0.125	Post	KTN102
1:162919943	2	0.125	Post	KTN102
1:163133192	2	0.125	Post	KTN102
1:163346304	2	0.125	Post	KTN102
1:163556647	2	0.125	Post	KTN102
1:163778520	2	0.125	Post	KTN102
1:163997276	2	0.125	Post	KTN102
1:164223983	2	0.125	Post	KTN102
1:164442842	2	0.125	Post	KTN102
1:164659488	3	0.1875	Post	KTN102
1:164865209	3	0.1875	Post	KTN102
1:165088950	3	0.1875	Post	KTN102
1:165295056	3	0.1875	Post	KTN102
1:165501269	3	0.1875	Post	KTN102
1:165721351	3	0.1875	Post	KTN102
1:165953751	3	0.1875	Post	KTN102
1:166168052	3	0.1875	Post	KTN102
1:166418112	3	0.1875	Post	KTN102
1:166642702	3	0.1875	Post	KTN102
1:166867613	3	0.1875	Post	KTN102
1:167075512	3	0.1875	Post	KTN102
1:167288731	3	0.1875	Post	KTN102
1:167503263	3	0.1875	Post	KTN102
1:167723158	3	0.1875	Post	KTN102
1:167949683	4	0.25	Post	KTN102
1:168167713	4	0.25	Post	KTN102
1:168390883	5	0.3125	Post	KTN102
1:168613221	5	0.3125	Post	KTN102
1:168830840	5	0.3125	Post	KTN102
1:169049521	5	0.3125	Post	KTN102
1:169273936	5	0.3125	Post	KTN102
1:169497891	5	0.3125	Post	KTN102
1:169720294	5	0.3125	Post	KTN102
1:169934561	4	0.25	Post	KTN102
1:170166388	4	0.25	Post	KTN102
1:170381206	4	0.25	Post	KTN102
1:170612935	4	0.25	Post	KTN102
1:170830849	4	0.25	Post	KTN102
1:171051378	4	0.25	Post	KTN102
1:171268844	4	0.25	Post	KTN102
1:171505634	4	0.25	Post	KTN102
1:171739784	4	0.25	Post	KTN102
1:171951229	4	0.25	Post	KTN102
1:172176795	5	0.3125	Post	KTN102
1:172396389	5	0.3125	Post	KTN102
1:172613667	5	0.3125	Post	KTN102
1:172830047	5	0.3125	Post	KTN102
1:179317421	5	0.3125	Post	KTN102
1:179563945	2	0.125	Post	KTN102
1:179789870	2	0.125	Post	KTN102
1:180011826	2	0.125	Post	KTN102
1:180224559	1	0.0625	Post	KTN102
1:180451255	1	0.0625	Post	KTN102
1:180673594	1	0.0625	Post	KTN102
1:180899168	1	0.0625	Post	KTN102
1:181119334	1	0.0625	Post	KTN102
1:181346677	1	0.0625	Post	KTN102
1:181552535	1	0.0625	Post	KTN102
1:181758729	1	0.0625	Post	KTN102
1:181991145	1	0.0625	Post	KTN102
1:182207659	1	0.0625	Post	KTN102
1:182429613	1	0.0625	Post	KTN102
1:182644227	1	0.0625	Post	KTN102
1:182858857	1	0.0625	Post	KTN102
1:183084463	2	0.125	Post	KTN102
1:183301720	2	0.125	Post	KTN102
1:183519354	2	0.125	Post	KTN102
1:183752477	2	0.125	Post	KTN102
1:183959755	2	0.125	Post	KTN102
1:184174928	2	0.125	Post	KTN102
1:184395436	2	0.125	Post	KTN102
1:184607030	2	0.125	Post	KTN102
1:184829083	2	0.125	Post	KTN102
1:185050877	2	0.125	Post	KTN102
1:185277663	1	0.0625	Post	KTN102
1:185496617	1	0.0625	Post	KTN102
1:185722358	1	0.0625	Post	KTN102
1:185943397	1	0.0625	Post	KTN102
1:186155180	1	0.0625	Post	KTN102
1:186374363	1	0.0625	Post	KTN102
1:186594586	1	0.0625	Post	KTN102
1:186818290	1	0.0625	Post	KTN102
1:187030258	1	0.0625	Post	KTN102
1:187245424	1	0.0625	Post	KTN102
1:187462720	1	0.0625	Post	KTN102
1:187684703	1	0.0625	Post	KTN102
1:187909086	1	0.0625	Post	KTN102
1:188120278	1	0.0625	Post	KTN102
1:188332176	1	0.0625	Post	KTN102
1:188541480	1	0.0625	Post	KTN102
1:188758395	1	0.0625	Post	KTN102
1:188974205	1	0.0625	Post	KTN102
1:189191576	1	0.0625	Post	KTN102
1:189414747	1	0.0625	Post	KTN102
1:189630054	1	0.0625	Post	KTN102
1:189845556	1	0.0625	Post	KTN102
1:190055008	2	0.125	Post	KTN102
1:190262672	2	0.125	Post	KTN102
1:190470176	3	0.1875	Post	KTN102
1:190680266	4	0.25	Post	KTN102
1:190893026	5	0.3125	Post	KTN102
1:191112448	5	0.3125	Post	KTN102
1:191324087	5	0.3125	Post	KTN102
1:191541516	7	0.4375	Post	KTN102
1:191751854	7	0.4375	Post	KTN102
1:191964464	7	0.4375	Post	KTN102
1:192176697	7	0.4375	Post	KTN102
1:192387461	7	0.4375	Post	KTN102
1:192610256	7	0.4375	Post	KTN102
1:192833875	7	0.4375	Post	KTN102
1:193049057	7	0.4375	Post	KTN102
1:193263216	7	0.4375	Post	KTN102
1:193477153	7	0.4375	Post	KTN102
1:193696442	7	0.4375	Post	KTN102
1:193913910	7	0.4375	Post	KTN102
1:194131819	7	0.4375	Post	KTN102
1:194348881	8	0.5	Post	KTN102
1:194565436	8	0.5	Post	KTN102
1:194779717	8	0.5	Post	KTN102
1:194991504	8	0.5	Post	KTN102
1:195209047	8	0.5	Post	KTN102
1:195417598	7	0.4375	Post	KTN102
1:195634281	7	0.4375	Post	KTN102
1:195846983	7	0.4375	Post	KTN102
1:196060962	7	0.4375	Post	KTN102
1:196283242	7	0.4375	Post	KTN102
1:196493030	7	0.4375	Post	KTN102
1:196703605	7	0.4375	Post	KTN102
1:197005860	8	0.5	Post	KTN102
1:197221920	8	0.5	Post	KTN102
1:197433195	8	0.5	Post	KTN102
1:197649720	8	0.5	Post	KTN102
1:197879281	7	0.4375	Post	KTN102
1:198092168	7	0.4375	Post	KTN102
1:198309877	6	0.375	Post	KTN102
1:198519486	5	0.3125	Post	KTN102
1:198726640	3	0.1875	Post	KTN102
1:198935783	3	0.1875	Post	KTN102
1:199146858	3	0.1875	Post	KTN102
1:199358299	3	0.1875	Post	KTN102
1:199577535	3	0.1875	Post	KTN102
1:199795700	3	0.1875	Post	KTN102
1:200032596	3	0.1875	Post	KTN102
1:200255162	3	0.1875	Post	KTN102
1:200476520	3	0.1875	Post	KTN102
1:200706961	3	0.1875	Post	KTN102
1:200933143	4	0.25	Post	KTN102
1:201140442	4	0.25	Post	KTN102
1:201355287	4	0.25	Post	KTN102
1:201572946	4	0.25	Post	KTN102
1:201789085	2	0.125	Post	KTN102
1:202017317	2	0.125	Post	KTN102
1:202250124	2	0.125	Post	KTN102
1:202537615	2	0.125	Post	KTN102
1:202763780	2	0.125	Post	KTN102
1:202995514	2	0.125	Post	KTN102
1:203201159	2	0.125	Post	KTN102
1:203429251	2	0.125	Post	KTN102
1:203651761	2	0.125	Post	KTN102
1:203894967	2	0.125	Post	KTN102
1:204122737	3	0.1875	Post	KTN102
1:204334636	3	0.1875	Post	KTN102
1:204553538	3	0.1875	Post	KTN102
1:204764561	3	0.1875	Post	KTN102
1:204971660	3	0.1875	Post	KTN102
1:205195408	3	0.1875	Post	KTN102
1:205419493	3	0.1875	Post	KTN102
1:205638492	3	0.1875	Post	KTN102
1:206572390	3	0.1875	Post	KTN102
1:206793241	3	0.1875	Post	KTN102
1:207006942	3	0.1875	Post	KTN102
1:207215411	3	0.1875	Post	KTN102
1:207439140	3	0.1875	Post	KTN102
1:207651517	3	0.1875	Post	KTN102
1:207945827	3	0.1875	Post	KTN102
1:208155120	4	0.25	Post	KTN102
1:208359385	4	0.25	Post	KTN102
1:208566173	4	0.25	Post	KTN102
1:208774671	4	0.25	Post	KTN102
1:208991593	4	0.25	Post	KTN102
1:209210270	4	0.25	Post	KTN102
1:209423901	4	0.25	Post	KTN102
1:209639036	4	0.25	Post	KTN102
1:209843985	4	0.25	Post	KTN102
1:210054617	4	0.25	Post	KTN102
1:210280736	4	0.25	Post	KTN102
1:210501399	3	0.1875	Post	KTN102
1:210717152	3	0.1875	Post	KTN102
1:210930501	3	0.1875	Post	KTN102
1:211164528	3	0.1875	Post	KTN102
1:211404326	3	0.1875	Post	KTN102
1:211640922	3	0.1875	Post	KTN102
1:211862368	3	0.1875	Post	KTN102
1:212089189	3	0.1875	Post	KTN102
1:212311261	3	0.1875	Post	KTN102
1:212540388	3	0.1875	Post	KTN102
1:212762993	3	0.1875	Post	KTN102
1:212987778	3	0.1875	Post	KTN102
1:213224895	3	0.1875	Post	KTN102
1:213452063	3	0.1875	Post	KTN102
1:213665783	3	0.1875	Post	KTN102
1:213888106	3	0.1875	Post	KTN102
1:214094916	3	0.1875	Post	KTN102
1:214302425	3	0.1875	Post	KTN102
1:214512806	3	0.1875	Post	KTN102
1:214726985	3	0.1875	Post	KTN102
1:214951034	4	0.25	Post	KTN102
1:215167686	4	0.25	Post	KTN102
1:215379610	4	0.25	Post	KTN102
1:215595659	4	0.25	Post	KTN102
1:215814653	5	0.3125	Post	KTN102
1:216029815	5	0.3125	Post	KTN102
1:216243938	5	0.3125	Post	KTN102
1:216454943	5	0.3125	Post	KTN102
1:216669476	5	0.3125	Post	KTN102
1:216873778	5	0.3125	Post	KTN102
1:217080172	5	0.3125	Post	KTN102
1:217286025	5	0.3125	Post	KTN102
1:217496538	5	0.3125	Post	KTN102
1:217714760	4	0.25	Post	KTN102
1:217935642	5	0.3125	Post	KTN102
1:218144634	4	0.25	Post	KTN102
1:218361553	4	0.25	Post	KTN102
1:218574112	4	0.25	Post	KTN102
1:218794753	4	0.25	Post	KTN102
1:219010627	4	0.25	Post	KTN102
1:219218372	3	0.1875	Post	KTN102
1:219430081	3	0.1875	Post	KTN102
1:219641207	3	0.1875	Post	KTN102
1:219868601	3	0.1875	Post	KTN102
1:220105479	3	0.1875	Post	KTN102
1:220337132	3	0.1875	Post	KTN102
1:220555422	3	0.1875	Post	KTN102
1:220771081	3	0.1875	Post	KTN102
1:220991797	3	0.1875	Post	KTN102
1:221204482	3	0.1875	Post	KTN102
1:221420676	3	0.1875	Post	KTN102
1:221638934	3	0.1875	Post	KTN102
1:221849037	3	0.1875	Post	KTN102
1:222054664	3	0.1875	Post	KTN102
1:222276443	3	0.1875	Post	KTN102
1:222492335	2	0.125	Post	KTN102
1:222755256	3	0.1875	Post	KTN102
1:222973072	3	0.1875	Post	KTN102
1:223196221	4	0.25	Post	KTN102
1:223419223	4	0.25	Post	KTN102
1:223649624	4	0.25	Post	KTN102
1:224281501	4	0.25	Post	KTN102
1:224527145	4	0.25	Post	KTN102
1:224751799	4	0.25	Post	KTN102
1:224963257	4	0.25	Post	KTN102
1:225192611	4	0.25	Post	KTN102
1:225443939	4	0.25	Post	KTN102
1:225667596	4	0.25	Post	KTN102
1:225888947	4	0.25	Post	KTN102
1:226123947	4	0.25	Post	KTN102
1:226364399	4	0.25	Post	KTN102
1:226593430	4	0.25	Post	KTN102
1:226811020	4	0.25	Post	KTN102
1:227028501	4	0.25	Post	KTN102
1:227252410	4	0.25	Post	KTN102
1:227471032	4	0.25	Post	KTN102
1:227708824	4	0.25	Post	KTN102
1:227942701	4	0.25	Post	KTN102
1:228175912	4	0.25	Post	KTN102
1:228388139	4	0.25	Post	KTN102
1:228596839	4	0.25	Post	KTN102
1:228867351	4	0.25	Post	KTN102
1:229077645	4	0.25	Post	KTN102
1:229290835	4	0.25	Post	KTN102
1:229513051	4	0.25	Post	KTN102
1:229742815	4	0.25	Post	KTN102
1:229958557	4	0.25	Post	KTN102
1:230169988	4	0.25	Post	KTN102
1:230378113	4	0.25	Post	KTN102
1:230591894	3	0.1875	Post	KTN102
1:230816684	3	0.1875	Post	KTN102
1:231027051	3	0.1875	Post	KTN102
1:231245781	3	0.1875	Post	KTN102
1:231465198	3	0.1875	Post	KTN102
1:231687344	3	0.1875	Post	KTN102
1:231912526	3	0.1875	Post	KTN102
1:232135605	3	0.1875	Post	KTN102
1:232357101	3	0.1875	Post	KTN102
1:232571229	3	0.1875	Post	KTN102
1:232779428	3	0.1875	Post	KTN102
1:232996553	3	0.1875	Post	KTN102
1:233210834	3	0.1875	Post	KTN102
1:233423614	3	0.1875	Post	KTN102
1:233638334	3	0.1875	Post	KTN102
1:233852180	3	0.1875	Post	KTN102
1:234077159	3	0.1875	Post	KTN102
1:234296599	3	0.1875	Post	KTN102
1:234511874	3	0.1875	Post	KTN102
1:234729631	3	0.1875	Post	KTN102
1:234968882	3	0.1875	Post	KTN102
1:235185204	3	0.1875	Post	KTN102
1:235468562	3	0.1875	Post	KTN102
1:235715178	3	0.1875	Post	KTN102
1:235938683	3	0.1875	Post	KTN102
1:236163593	3	0.1875	Post	KTN102
1:236394444	3	0.1875	Post	KTN102
1:236627271	3	0.1875	Post	KTN102
1:236849022	4	0.25	Post	KTN102
1:237064362	4	0.25	Post	KTN102
1:237296559	4	0.25	Post	KTN102
1:237513165	4	0.25	Post	KTN102
1:237726701	4	0.25	Post	KTN102
1:237941961	4	0.25	Post	KTN102
1:238158320	4	0.25	Post	KTN102
1:238380790	4	0.25	Post	KTN102
1:238597047	4	0.25	Post	KTN102
1:238809169	4	0.25	Post	KTN102
1:239024321	4	0.25	Post	KTN102
1:239237697	4	0.25	Post	KTN102
1:239452305	4	0.25	Post	KTN102
1:239662677	4	0.25	Post	KTN102
1:239886047	4	0.25	Post	KTN102
1:240095377	4	0.25	Post	KTN102
1:240315087	4	0.25	Post	KTN102
1:240531349	4	0.25	Post	KTN102
1:240748735	3	0.1875	Post	KTN102
1:240977896	3	0.1875	Post	KTN102
1:241197714	3	0.1875	Post	KTN102
1:241413442	3	0.1875	Post	KTN102
1:241632599	2	0.125	Post	KTN102
1:241842160	2	0.125	Post	KTN102
1:242061592	2	0.125	Post	KTN102
1:242305206	2	0.125	Post	KTN102
1:242592745	6	0.375	Post	KTN102
1:242820059	8	0.5	Post	KTN102
1:243486077	9	0.5625	Post	KTN102
1:243694800	9	0.5625	Post	KTN102
1:243910157	9	0.5625	Post	KTN102
1:244130249	9	0.5625	Post	KTN102
1:244339362	9	0.5625	Post	KTN102
1:244560177	9	0.5625	Post	KTN102
1:244792632	9	0.5625	Post	KTN102
1:245024716	9	0.5625	Post	KTN102
1:245254045	9	0.5625	Post	KTN102
1:245480836	9	0.5625	Post	KTN102
1:245700238	9	0.5625	Post	KTN102
1:245922181	9	0.5625	Post	KTN102
1:246142198	9	0.5625	Post	KTN102
1:246356021	9	0.5625	Post	KTN102
1:246584772	9	0.5625	Post	KTN102
1:246815536	9	0.5625	Post	KTN102
1:247052978	9	0.5625	Post	KTN102
1:247300514	9	0.5625	Post	KTN102
1:247531391	9	0.5625	Post	KTN102
1:247758337	9	0.5625	Post	KTN102
1:247990094	9	0.5625	Post	KTN102
1:248234141	9	0.5625	Post	KTN102
2:0	11	0.6875	Post	KTN102
2:237131	11	0.6875	Post	KTN102
2:454245	11	0.6875	Post	KTN102
2:660286	11	0.6875	Post	KTN102
2:880416	11	0.6875	Post	KTN102
2:1095646	11	0.6875	Post	KTN102
2:1324439	11	0.6875	Post	KTN102
2:1556885	11	0.6875	Post	KTN102
2:1781522	11	0.6875	Post	KTN102
2:1991579	11	0.6875	Post	KTN102
2:2211803	11	0.6875	Post	KTN102
2:2425099	11	0.6875	Post	KTN102
2:2635005	11	0.6875	Post	KTN102
2:2847081	10	0.625	Post	KTN102
2:3058704	10	0.625	Post	KTN102
2:3276735	10	0.625	Post	KTN102
2:3497178	10	0.625	Post	KTN102
2:3770285	10	0.625	Post	KTN102
2:3996647	10	0.625	Post	KTN102
2:4217703	10	0.625	Post	KTN102
2:4430144	11	0.6875	Post	KTN102
2:4639740	11	0.6875	Post	KTN102
2:4863428	11	0.6875	Post	KTN102
2:5174412	11	0.6875	Post	KTN102
2:8972142	11	0.6875	Post	KTN102
2:9197798	11	0.6875	Post	KTN102
2:9417149	11	0.6875	Post	KTN102
2:9633893	11	0.6875	Post	KTN102
2:9862250	11	0.6875	Post	KTN102
2:10087378	11	0.6875	Post	KTN102
2:10311368	11	0.6875	Post	KTN102
2:10525830	11	0.6875	Post	KTN102
2:10742075	11	0.6875	Post	KTN102
2:10971867	11	0.6875	Post	KTN102
2:11189126	11	0.6875	Post	KTN102
2:24003776	11	0.6875	Post	KTN102
2:24241491	11	0.6875	Post	KTN102
2:24476728	11	0.6875	Post	KTN102
2:24707236	11	0.6875	Post	KTN102
2:24926239	11	0.6875	Post	KTN102
2:25153589	11	0.6875	Post	KTN102
2:25384657	11	0.6875	Post	KTN102
2:25607121	11	0.6875	Post	KTN102
2:31762345	11	0.6875	Post	KTN102
2:31995045	11	0.6875	Post	KTN102
2:32228293	10	0.625	Post	KTN102
2:32472763	10	0.625	Post	KTN102
2:32709786	10	0.625	Post	KTN102
2:32938995	10	0.625	Post	KTN102
2:33162830	10	0.625	Post	KTN102
2:33380574	9	0.5625	Post	KTN102
2:33605792	9	0.5625	Post	KTN102
2:33827722	9	0.5625	Post	KTN102
2:34056545	9	0.5625	Post	KTN102
2:34279359	9	0.5625	Post	KTN102
2:34495366	9	0.5625	Post	KTN102
2:34709769	9	0.5625	Post	KTN102
2:34950761	9	0.5625	Post	KTN102
2:35170283	9	0.5625	Post	KTN102
2:35390376	9	0.5625	Post	KTN102
2:35607986	11	0.6875	Post	KTN102
2:53111488	11	0.6875	Post	KTN102
2:53328768	10	0.625	Post	KTN102
2:53546053	10	0.625	Post	KTN102
2:53763682	10	0.625	Post	KTN102
2:53985666	10	0.625	Post	KTN102
2:54209142	10	0.625	Post	KTN102
2:54437832	10	0.625	Post	KTN102
2:54648395	10	0.625	Post	KTN102
2:54861236	10	0.625	Post	KTN102
2:55070386	10	0.625	Post	KTN102
2:55278973	10	0.625	Post	KTN102
2:55504619	10	0.625	Post	KTN102
2:55738535	10	0.625	Post	KTN102
2:55976882	10	0.625	Post	KTN102
2:56203008	10	0.625	Post	KTN102
2:56428374	10	0.625	Post	KTN102
2:56638718	9	0.5625	Post	KTN102
2:56867225	9	0.5625	Post	KTN102
2:57091062	9	0.5625	Post	KTN102
2:57310016	9	0.5625	Post	KTN102
2:57539967	9	0.5625	Post	KTN102
2:57756554	9	0.5625	Post	KTN102
2:57979599	9	0.5625	Post	KTN102
2:58187101	9	0.5625	Post	KTN102
2:58407975	9	0.5625	Post	KTN102
2:58631787	9	0.5625	Post	KTN102
2:58842769	9	0.5625	Post	KTN102
2:59050190	9	0.5625	Post	KTN102
2:59256090	9	0.5625	Post	KTN102
2:59471785	9	0.5625	Post	KTN102
2:59690171	9	0.5625	Post	KTN102
2:59903286	9	0.5625	Post	KTN102
2:60111629	9	0.5625	Post	KTN102
2:60326701	9	0.5625	Post	KTN102
2:60552901	9	0.5625	Post	KTN102
2:60764395	9	0.5625	Post	KTN102
2:60985122	9	0.5625	Post	KTN102
2:61210637	9	0.5625	Post	KTN102
2:61446019	8	0.5	Post	KTN102
2:61668468	8	0.5	Post	KTN102
2:61910747	8	0.5	Post	KTN102
2:62146582	8	0.5	Post	KTN102
2:62378672	8	0.5	Post	KTN102
2:62603718	8	0.5	Post	KTN102
2:62830874	8	0.5	Post	KTN102
2:63072772	8	0.5	Post	KTN102
2:63283552	8	0.5	Post	KTN102
2:63512609	8	0.5	Post	KTN102
2:63744461	8	0.5	Post	KTN102
2:63976583	10	0.625	Post	KTN102
2:64193138	10	0.625	Post	KTN102
2:64417294	10	0.625	Post	KTN102
2:64633031	10	0.625	Post	KTN102
2:64845500	10	0.625	Post	KTN102
2:65058846	10	0.625	Post	KTN102
2:65282844	10	0.625	Post	KTN102
2:65520026	9	0.5625	Post	KTN102
2:65740977	9	0.5625	Post	KTN102
2:65960022	9	0.5625	Post	KTN102
2:66175725	9	0.5625	Post	KTN102
2:66398684	10	0.625	Post	KTN102
2:66630630	10	0.625	Post	KTN102
2:66840586	10	0.625	Post	KTN102
2:67067534	10	0.625	Post	KTN102
2:67277343	10	0.625	Post	KTN102
2:67491187	10	0.625	Post	KTN102
2:67711038	10	0.625	Post	KTN102
2:67928568	10	0.625	Post	KTN102
2:68140704	10	0.625	Post	KTN102
2:68363834	10	0.625	Post	KTN102
2:68580940	10	0.625	Post	KTN102
2:68806809	10	0.625	Post	KTN102
2:69028675	11	0.6875	Post	KTN102
2:70344704	11	0.6875	Post	KTN102
2:70592808	10	0.625	Post	KTN102
2:70807019	10	0.625	Post	KTN102
2:71022871	10	0.625	Post	KTN102
2:71251148	10	0.625	Post	KTN102
2:71508690	10	0.625	Post	KTN102
2:71729368	10	0.625	Post	KTN102
2:71937797	10	0.625	Post	KTN102
2:72144302	10	0.625	Post	KTN102
2:72364950	10	0.625	Post	KTN102
2:72578130	9	0.5625	Post	KTN102
2:72805318	9	0.5625	Post	KTN102
2:73028451	9	0.5625	Post	KTN102
2:73237386	9	0.5625	Post	KTN102
2:73465888	8	0.5	Post	KTN102
2:73679274	8	0.5	Post	KTN102
2:73937965	8	0.5	Post	KTN102
2:74191171	8	0.5	Post	KTN102
2:74412155	8	0.5	Post	KTN102
2:74631418	9	0.5625	Post	KTN102
2:74852278	9	0.5625	Post	KTN102
2:75075477	9	0.5625	Post	KTN102
2:75292230	9	0.5625	Post	KTN102
2:75509405	9	0.5625	Post	KTN102
2:75728237	9	0.5625	Post	KTN102
2:75940643	9	0.5625	Post	KTN102
2:76159687	9	0.5625	Post	KTN102
2:76383962	9	0.5625	Post	KTN102
2:76604230	9	0.5625	Post	KTN102
2:76821020	9	0.5625	Post	KTN102
2:77053224	9	0.5625	Post	KTN102
2:77267213	9	0.5625	Post	KTN102
2:77495393	9	0.5625	Post	KTN102
2:77702726	8	0.5	Post	KTN102
2:77938156	8	0.5	Post	KTN102
2:78159902	8	0.5	Post	KTN102
2:78372308	8	0.5	Post	KTN102
2:78589747	8	0.5	Post	KTN102
2:78805497	8	0.5	Post	KTN102
2:79027103	8	0.5	Post	KTN102
2:79235826	8	0.5	Post	KTN102
2:79463380	8	0.5	Post	KTN102
2:79678804	8	0.5	Post	KTN102
2:79890783	9	0.5625	Post	KTN102
2:80103860	9	0.5625	Post	KTN102
2:80312487	9	0.5625	Post	KTN102
2:80530833	9	0.5625	Post	KTN102
2:80736238	9	0.5625	Post	KTN102
2:80946969	9	0.5625	Post	KTN102
2:81164371	9	0.5625	Post	KTN102
2:81376573	9	0.5625	Post	KTN102
2:81594968	9	0.5625	Post	KTN102
2:81805009	9	0.5625	Post	KTN102
2:82020691	9	0.5625	Post	KTN102
2:82241544	9	0.5625	Post	KTN102
2:82452343	9	0.5625	Post	KTN102
2:82665052	9	0.5625	Post	KTN102
2:82876507	9	0.5625	Post	KTN102
2:83087502	9	0.5625	Post	KTN102
2:83302887	9	0.5625	Post	KTN102
2:83522110	9	0.5625	Post	KTN102
2:83739015	9	0.5625	Post	KTN102
2:83948370	9	0.5625	Post	KTN102
2:84171998	10	0.625	Post	KTN102
2:84390280	10	0.625	Post	KTN102
2:84618570	10	0.625	Post	KTN102
2:84841562	10	0.625	Post	KTN102
